fdc_id,total_sugar_g,added_sugar_g
167758,1.1,
167760,20.14,
167761,13.54,
167762,4.89,
167763,38.8,
167765,6.2,
167766,38.77,
167767,14.26,
167768,18.65,
167769,6.99,
167770,16.18,
167771,9.62,
167772,9.39,
167776,9.69,
167777,9.54,
167778,10.23,
167779,9.73,
167780,39.0,
167781,80.68,
167782,8.55,
167783,14.1,
167784,12.95,
167785,12.45,
167786,12.7,
167787,12.65,
167788,15.66,
167789,8.31,
167790,3.74,
167792,10.57,
167793,11.68,
167794,8.31,
167796,11.15,
167798,11.46,
167799,10.33,
167800,9.47,
167802,1.59,
167803,31.3,
167804,32.2,
167808,6.04,
167809,6.56,
167810,0.0,
167811,0.0,
167812,0.0,
167813,0.0,
167814,0.0,
167815,0.0,
167816,0.0,
167817,0.0,
167818,0.0,
167819,0.0,
167820,0.0,
167821,0.0,
167822,0.0,
167823,0.0,
167824,0.0,
167825,0.0,
167826,0.0,
167827,0.0,
167828,0.0,
167829,0.0,
167830,0.0,
167831,0.0,
167832,0.0,
167833,0.0,
167834,0.0,
167835,0.0,
167836,0.0,
167837,0.0,
167838,0.0,
167839,0.0,
167840,0.0,
167841,0.0,
167842,0.0,
167843,0.0,
167844,0.0,
167846,0.0,
167847,0.0,
167849,0.0,
167850,0.0,
167851,0.0,
167852,0.0,
167853,0.0,
167854,0.0,
167855,0.0,
167856,0.0,
167859,0.0,
167867,0.0,
167868,0.0,
167869,0.9,
167870,0.0,
167871,0.0,
167872,0.0,
167875,0.0,
167876,0.0,
167877,0.0,
167879,0.0,
167880,0.0,
167882,0.0,
167883,0.0,
167884,0.0,
167885,0.0,
167886,0.0,
167887,0.0,
167889,0.0,
167892,0.0,
167893,0.0,
167895,0.0,
167896,0.0,
167897,0.0,
167898,0.0,
167899,0.0,
167900,0.0,
167901,0.0,
167903,0.0,
167905,0.0,
167906,0.0,
167912,0.0,
167913,0.0,
167914,0.0,
167915,0.84,
167916,0.67,
167917,0.91,
167918,1.48,
167919,0.48,
167920,0.34,
167924,43.38,
167925,12.33,
167926,7.06,
167927,31.0,
167928,28.99,
167929,27.05,
167934,15.01,
167935,12.5,
167936,25.81,
167937,28.77,
167938,21.86,
167939,3.69,
167940,25.7,
167941,0.0,
167942,0.0,
167943,9.38,
167944,2.08,
167945,1.75,
167946,36.4,
167947,55.74,
167948,4.83,
167949,3.57,
167950,0.61,
167953,53.0,
167956,47.06,
167957,65.0,
167960,0.79,
167961,0.0,
167962,5.47,
167964,17.6,
167966,0.89,
167969,23.88,
167971,56.32,
167972,80.46,
167973,34.11,
167974,65.5,
167975,56.92,
167976,54.5,
167977,51.48,
167978,71.42,
167980,67.1,
167981,21.16,
167982,63.78,
167983,51.35,
167984,53.96,
167985,47.19,
167986,88.9,
167987,73.12,
167988,63.37,
167989,58.97,
167990,62.9,
167991,70.0,
167992,48.68,
167993,52.53,
167994,52.1,
167995,57.56,
167997,46.2,
167999,69.4,
168000,54.05,
168001,37.59,
168002,42.31,
168003,40.99,
168007,43.94,
168008,6.87,
168009,3.34,
168010,9.53,
168013,6.39,
168014,23.3,
168038,1.46,
168039,1.56,
168041,2.75,
168043,0.11,
168044,0.61,
168045,0.0,
168046,0.0,
168047,0.0,
168048,3.66,
168049,0.0,
168050,0.0,
168051,0.0,
168052,0.0,
168053,0.0,
168054,0.0,
168056,0.0,
168057,0.0,
168058,14.22,
168059,0.0,
168060,0.0,
168061,0.34,
168062,2.79,
168063,15.26,
168064,0.86,
168065,0.15,
168067,0.46,
168068,0.89,
168070,0.87,
168071,12.24,
168072,2.41,
168073,0.19,
168076,2.83,
168077,0.75,
168078,4.2,
168079,0.0,
168080,2.16,
168081,11.47,
168082,10.34,
168083,1.74,
168084,2.63,
168085,1.67,
168086,1.96,
168087,15.98,
168088,46.55,
168089,1.0,
168090,13.28,
168091,10.8,
168092,0.5,
168093,2.45,
168094,4.2,
168095,23.63,
168096,1.94,
168097,9.1,
168098,0.56,
168099,5.35,
168100,3.28,
168101,0.0,
168102,53.0,
168103,12.61,
168104,19.24,
168105,19.92,
168107,0.88,
168108,49.22,
168109,38.73,
168110,0.0,
168111,0.0,
168112,4.34,
168113,19.99,
168114,2.7,
168115,4.2,
168116,1.0,
168117,12.1,
168118,0.0,
168119,0.42,
168120,0.0,
168121,0.45,
168122,59.0,
168123,4.6,
168124,1.31,
168125,0.37,
168126,0.4,
168127,1.41,
168128,7.78,
168129,0.0,
168130,30.0,
168131,0.0,
168132,1.52,
168133,11.11,
168134,13.62,
168135,12.2,
168136,17.35,
168137,0.53,
168138,19.79,
168140,14.87,
168141,1.33,
168142,76.0,
168143,0.7,
168144,15.3,
168145,45.3,
168147,0.0,
168148,0.0,
168149,0.0,
168153,8.99,
168154,9.36,
168155,1.69,
168156,1.69,
168157,1.37,
168158,67.5,
168162,38.13,
168164,65.7,
168165,65.18,
168168,1.1,
168169,28.7,
168172,21.83,
168173,4.56,
168174,24.01,
168176,8.2,
168177,7.05,
168178,17.14,
168179,17.45,
168180,19.28,
168181,14.66,
168182,16.42,
168183,21.58,
168184,8.25,
168185,11.16,
168186,15.16,
168187,9.98,
168189,7.69,
168191,66.47,
168194,10.32,
168195,9.18,
168196,13.07,
168197,10.92,
168198,9.95,
168199,3.63,
168200,21.76,
168201,10.48,
168202,10.04,
168203,9.59,
168204,10.37,
168205,9.98,
168207,14.2,
168208,10.16,
168209,6.54,
168210,10.15,
168211,12.3,
168212,9.8,
168213,9.9,
168214,10.05,
168215,2.29,
168216,2.25,
168217,38.21,
168218,0.0,
168219,0.0,
168220,0.0,
168221,0.0,
168223,0.0,
168224,0.0,
168225,0.0,
168226,0.0,
168227,0.0,
168228,0.0,
168229,0.0,
168230,0.0,
168231,0.0,
168232,0.0,
168233,0.0,
168234,0.0,
168235,0.0,
168236,0.0,
168237,0.0,
168238,0.0,
168239,0.0,
168240,0.0,
168241,0.0,
168242,0.0,
168243,0.0,
168244,0.0,
168245,0.0,
168246,0.0,
168247,0.0,
168248,0.0,
168249,0.0,
168250,0.0,
168251,0.0,
168252,0.0,
168253,0.0,
168254,0.0,
168255,0.0,
168256,0.0,
168258,0.0,
168259,0.0,
168260,0.0,
168261,0.0,
168262,0.0,
168263,0.0,
168266,0.0,
168267,0.0,
168269,0.0,
168275,0.0,
168277,0.35,
168279,0.0,
168282,0.0,
168284,0.0,
168285,0.0,
168286,0.0,
168287,0.0,
168290,0.0,
168292,0.0,
168293,0.0,
168294,0.0,
168295,0.0,
168296,0.0,
168297,0.0,
168298,0.0,
168299,0.0,
168300,0.0,
168302,0.0,
168303,0.0,
168305,0.0,
168306,0.0,
168307,0.0,
168308,0.0,
168309,0.0,
168310,0.0,
168311,0.0,
168312,0.0,
168314,0.0,
168315,0.0,
168316,0.0,
168321,0.0,
168322,0.0,
168323,0.0,
168324,0.0,
168325,1.1,
168326,4.69,
168327,4.61,
168328,4.22,
168329,1.75,
168330,0.0,
168331,1.08,
168332,1.15,
168333,1.05,
168334,0.81,
168335,1.03,
168336,0.71,
168337,0.43,
168338,0.3,
168339,0.0,
168340,1.22,
168341,1.18,
168342,0.04,
168343,0.32,
168344,0.43,
168345,1.42,
168346,1.1,
168347,0.66,
168348,0.62,
168349,1.54,
168350,1.03,
168351,0.99,
168352,1.03,
168353,1.04,
168354,1.06,
168355,0.81,
168356,0.64,
168357,0.64,
168358,0.06,
168359,0.7,
168360,0.0,
168361,0.0,
168362,0.0,
168363,0.0,
168364,0.0,
168365,0.0,
168366,0.0,
168367,0.06,
168368,0.0,
168369,0.0,
168370,0.0,
168371,0.0,
168372,0.0,
168373,0.0,
168374,0.0,
168375,0.0,
168376,0.0,
168377,0.0,
168378,0.0,
168379,0.0,
168380,0.0,
168381,0.0,
168382,0.83,
168383,1.2,
168384,0.2,
168386,0.99,
168388,0.84,
168389,1.88,
168390,1.3,
168392,1.04,
168394,1.95,
168396,1.48,
168397,4.11,
168398,2.5,
168399,3.07,
168400,3.78,
168401,3.59,
168402,3.23,
168404,4.46,
168405,5.04,
168407,4.4,
168408,3.11,
168409,1.67,
168410,2.48,
168411,2.18,
168412,0.25,
168413,0.23,
168414,2.02,
168415,5.17,
168417,1.0,
168420,1.0,
168421,0.99,
168422,1.16,
168423,0.6,
168424,2.6,
168425,2.8,
168426,2.11,
168429,0.94,
168430,0.5,
168431,0.48,
168432,0.31,
168434,1.72,
168435,0.3,
168436,2.21,
168437,3.84,
168440,0.29,
168441,0.25,
168442,0.2,
168443,0.3,
168444,0.2,
168445,0.25,
168446,3.52,
168447,0.69,
168448,2.76,
168449,2.08,
168450,3.3,
168451,2.5,
168452,1.83,
168453,37.32,
168454,4.46,
168455,3.95,
168456,0.61,
168457,0.6,
168458,0.49,
168460,0.52,
168462,0.42,
168463,0.43,
168464,2.88,
168465,2.48,
168466,1.19,
168468,2.33,
168469,1.71,
168470,1.69,
168473,2.83,
168475,3.95,
168476,4.9,
168481,2.21,
168482,4.18,
168483,6.48,
168484,5.74,
168485,5.0,
168486,0.49,
168487,3.01,
168494,0.32,
168495,1.04,
168496,1.95,
168498,1.34,
168499,2.84,
168503,0.62,
168504,0.62,
168505,0.78,
168506,7.96,
168507,5.38,
168508,0.6,
168510,1.39,
168511,1.47,
168512,1.44,
168513,1.74,
168514,2.79,
168515,3.32,
168517,0.83,
168518,2.48,
168519,4.08,
168520,1.86,
168521,0.46,
168522,2.01,
168524,0.57,
168525,4.54,
168526,3.23,
168527,4.46,
168530,5.17,
168531,1.0,
168534,0.62,
168535,2.11,
168537,2.34,
168538,3.22,
168539,7.73,
168540,7.73,
168544,9.09,
168545,3.12,
168547,3.26,
168548,2.86,
168549,2.86,
168550,4.28,
168555,1.43,
168556,21.27,
168557,1.72,
168558,1.07,
168559,2.71,
168561,29.13,
168562,1.06,
168563,1.07,
168564,0.6,
168566,3.93,
168567,37.59,
168568,4.76,
168571,1.15,
168574,9.21,
168575,6.3,
168576,4.12,
168578,3.53,
168580,1.11,
168586,43.17,
168593,3.11,
168595,10.54,
168597,9.09,
168598,4.14,
168599,4.8,
168600,4.15,
168602,4.55,
168605,0.0,
168606,0.0,
168607,0.0,
168608,0.0,
168609,0.0,
168610,0.0,
168611,0.0,
168613,0.0,
168615,0.0,
168616,0.0,
168618,0.0,
168619,0.0,
168620,0.0,
168621,0.0,
168622,0.0,
168624,0.0,
168625,0.0,
168626,0.0,
168627,0.0,
168631,0.0,
168632,0.0,
168633,0.0,
168634,0.0,
168635,0.0,
168636,0.0,
168637,0.0,
168638,0.0,
168639,0.0,
168640,0.0,
168641,0.0,
168642,0.0,
168643,0.0,
168644,0.0,
168645,0.0,
168646,0.0,
168647,0.0,
168648,0.0,
168649,0.0,
168650,0.0,
168651,0.0,
168652,0.0,
168653,0.0,
168654,0.0,
168655,0.0,
168656,0.0,
168657,0.0,
168658,0.0,
168659,0.0,
168660,0.0,
168661,0.0,
168662,0.0,
168663,0.0,
168664,0.0,
168665,0.0,
168666,0.0,
168667,0.0,
168668,0.0,
168669,0.0,
168670,0.0,
168671,0.0,
168672,0.0,
168673,0.0,
168674,0.0,
168677,0.0,
168682,0.0,
168688,0.0,
168690,0.0,
168691,0.0,
168692,0.0,
168693,0.0,
168694,0.0,
168695,0.0,
168696,0.0,
168697,0.0,
168698,0.0,
168699,0.0,
168700,0.0,
168701,0.0,
168702,0.0,
168703,0.0,
168704,0.0,
168705,0.0,
168706,0.0,
168707,0.0,
168708,0.0,
168709,0.0,
168710,0.0,
168711,0.0,
168712,0.0,
168713,0.0,
168714,0.0,
168715,0.0,
168716,0.0,
168717,0.0,
168718,0.0,
168719,0.0,
168720,0.0,
168721,0.0,
168722,0.0,
168723,0.0,
168724,0.0,
168725,0.0,
168726,0.0,
168727,0.0,
168728,0.0,
168729,0.0,
168730,0.0,
168731,0.0,
168732,0.0,
168733,0.0,
168734,0.0,
168735,0.0,
168736,0.0,
168737,0.0,
168738,0.0,
168739,0.0,
168740,0.0,
168741,0.0,
168742,0.0,
168743,0.0,
168744,0.0,
168745,0.0,
168746,0.0,
168749,0.09,
168751,6.25,
168752,22.33,
168754,43.9,
168755,51.06,
168756,59.69,
168757,59.89,
168758,27.38,
168759,46.19,
168760,47.22,
168761,51.9,
168763,47.17,
168764,53.25,
168765,63.93,
168767,66.89,
168768,48.25,
168769,36.13,
168770,48.86,
168771,66.08,
168773,4.82,
168775,86.04,
168776,75.0,
168777,14.81,
168778,17.17,
168779,67.86,
168780,11.85,
168782,11.59,
168784,92.9,
168785,18.03,
168787,4.63,
168791,55.79,
168795,57.7,
168797,15.12,
168798,14.18,
168799,15.75,
168800,0.01,
168801,60.02,
168809,25.36,
168813,13.66,
168815,24.0,
168816,35.3,
168819,60.0,
168820,74.72,
168822,13.8,
168825,15.98,
168826,64.0,
168828,80.54,
168832,13.51,
168833,97.02,
168834,28.57,
168835,34.82,
168836,77.59,
168837,76.77,
168838,42.0,
168841,57.0,
168843,75.84,
168846,78.96,
168849,35.34,
168852,64.3,
168853,0.76,
168854,0.22,
168856,0.19,
168857,23.47,
168859,0.67,
168860,7.29,
168861,45.24,
168862,28.98,
168863,2.82,
168864,0.59,
168865,3.82,
168867,1.61,
168871,0.13,
168876,0.5,
168877,0.12,
168878,0.05,
168884,0.98,
168886,1.1,
168887,0.93,
168889,0.41,
168890,0.41,
168891,0.41,
168893,0.41,
168894,0.27,
168895,0.22,
168896,0.31,
168897,0.73,
168898,0.66,
168904,1.15,
168905,0.0,
168910,0.75,
168911,2.72,
168913,0.31,
168914,0.03,
168915,2.6,
168916,0.85,
168917,0.87,
168919,0.4,
168922,1.61,
168926,0.4,
168927,2.67,
168928,0.56,
168929,1.61,
168935,0.05,
168936,0.27,
168938,0.49,
168939,1.12,
168940,1.12,
168941,1.12,
168942,1.1,
168943,1.94,
168944,1.02,
168949,4.27,
168951,1.53,
168952,0.26,
168953,4.97,
168954,4.95,
168955,11.27,
168956,1.75,
168957,3.74,
168958,6.7,
168959,3.83,
168960,3.8,
168961,0.0,
168962,3.94,
168963,7.87,
168964,0.4,
168965,0.26,
168966,54.0,
168967,57.0,
168968,14.42,
168969,14.34,
168970,12.6,
168971,52.2,
168972,55.6,
168973,7.6,
168974,7.23,
168975,0.12,
168981,0.0,
168982,3.65,
168992,20.87,
168993,50.7,
168994,0.22,
168996,4.74,
168997,5.54,
168998,2.58,
168999,9.37,
169004,1.6,
169005,0.0,
169006,0.0,
169007,1.57,
169008,1.07,
169009,0.0,
169010,3.7,
169011,2.8,
169012,0.39,
169013,0.34,
169015,2.36,
169017,0.51,
169018,2.27,
169019,0.23,
169020,9.33,
169021,4.82,
169022,0.29,
169023,8.16,
169024,0.4,
169025,1.38,
169026,9.54,
169027,4.68,
169028,2.27,
169029,2.03,
169030,2.77,
169031,1.38,
169032,0.84,
169033,1.82,
169034,2.04,
169035,2.21,
169036,4.15,
169037,4.85,
169038,4.5,
169039,36.13,
169041,24.1,
169042,9.6,
169043,8.4,
169044,9.36,
169046,5.01,
169047,28.0,
169048,0.72,
169049,1.39,
169050,3.5,
169051,1.48,
169052,0.0,
169053,0.0,
169054,0.55,
169055,2.81,
169056,21.23,
169057,6.67,
169058,37.81,
169059,41.35,
169060,44.97,
169061,70.0,
169062,9.15,
169063,27.52,
169064,0.25,
169065,5.25,
169066,2.22,
169067,1.25,
169068,0.8,
169069,1.9,
169070,1.55,
169071,1.15,
169072,85.19,
169073,65.8,
169074,3.56,
169075,20.0,
169076,23.2,
169077,23.6,
169078,0.37,
169079,3.3,
169080,0.59,
169081,3.5,
169082,0.0,
169083,1.6,
169084,0.59,
169085,2.41,
169086,15.23,
169087,66.1,
169088,7.7,
169091,66.27,
169092,7.86,
169093,5.69,
169094,0.0,
169095,0.0,
169096,0.54,
169097,9.35,
169098,8.4,
169099,8.76,
169100,8.31,
169101,8.31,
169102,7.42,
169104,10.18,
169105,10.58,
169106,8.87,
169107,13.91,
169108,11.2,
169109,13.4,
169110,14.25,
169111,13.25,
169112,18.64,
169114,18.78,
169116,22.18,
169117,12.08,
169118,9.75,
169119,6.1,
169121,62.2,
169122,27.41,
169124,9.85,
169125,7.5,
169126,14.45,
169127,12.65,
169128,12.47,
169130,17.51,
169131,21.33,
169132,22.31,
169134,13.67,
169135,1.63,
169137,2.84,
169141,3.63,
169142,1.25,
169143,1.44,
169145,6.76,
169146,7.96,
169147,6.53,
169148,1.57,
169149,1.45,
169150,1.26,
169151,1.23,
169152,0.97,
169153,0.91,
169154,1.06,
169155,0.28,
169156,0.44,
169157,0.0,
169158,0.74,
169159,1.02,
169160,4.21,
169161,0.85,
169162,0.86,
169163,0.88,
169164,0.78,
169165,0.79,
169166,1.54,
169167,1.72,
169168,4.69,
169169,4.61,
169170,0.45,
169171,0.33,
169172,0.02,
169173,0.68,
169174,0.0,
169175,0.68,
169176,0.0,
169177,0.05,
169178,0.0,
169179,0.0,
169180,0.0,
169181,0.0,
169182,0.0,
169183,0.0,
169184,0.0,
169185,0.0,
169186,0.0,
169187,0.0,
169188,0.0,
169189,0.0,
169190,0.0,
169191,0.0,
169192,0.0,
169193,0.0,
169194,0.0,
169195,0.0,
169196,0.0,
169197,0.0,
169198,0.0,
169199,0.0,
169200,0.0,
169201,0.0,
169205,0.99,
169207,1.06,
169209,0.32,
169210,3.0,
169212,1.89,
169214,4.44,
169215,3.23,
169216,5.59,
169217,3.36,
169220,3.0,
169225,1.38,
169226,0.71,
169227,0.5,
169228,3.53,
169229,3.2,
169230,1.0,
169231,1.7,
169234,4.08,
169236,9.6,
169238,1.21,
169239,0.85,
169240,1.21,
169242,2.38,
169243,2.26,
169245,0.62,
169246,3.9,
169247,1.19,
169248,1.97,
169249,0.78,
169251,1.98,
169252,2.34,
169253,0.0,
169254,2.34,
169255,2.5,
169256,1.32,
169257,1.41,
169259,0.32,
169260,1.48,
169261,2.4,
169262,2.97,
169263,2.87,
169264,0.37,
169271,2.4,
169276,1.86,
169278,2.9,
169279,1.78,
169280,0.28,
169285,0.33,
169286,0.4,
169287,0.65,
169288,0.51,
169289,2.39,
169290,1.5,
169291,2.5,
169292,1.71,
169295,2.2,
169296,1.97,
169297,2.93,
169298,2.76,
169299,2.53,
169304,5.48,
169305,5.45,
169307,9.17,
169308,0.4,
169311,0.99,
169312,0.84,
169313,1.3,
169314,1.0,
169316,1.63,
169317,0.93,
169318,1.37,
169320,3.27,
169321,3.63,
169322,3.63,
169323,3.63,
169324,2.22,
169325,1.88,
169326,1.88,
169327,1.88,
169329,1.48,
169330,1.48,
169332,2.08,
169333,3.55,
169339,3.45,
169340,2.46,
169342,2.37,
169343,1.1,
169344,1.89,
169345,4.15,
169346,3.23,
169347,5.59,
169348,3.07,
169349,3.59,
169350,3.11,
169351,1.62,
169352,3.2,
169354,1.0,
169355,1.21,
169356,1.21,
169357,2.8,
169361,4.44,
169362,6.09,
169363,2.21,
169364,3.12,
169369,0.43,
169374,0.78,
169375,0.78,
169376,1.98,
169377,2.26,
169378,18.27,
169379,1.06,
169380,26.68,
169381,21.27,
169382,0.22,
169385,3.93,
169387,2.05,
169388,1.12,
169389,3.03,
169390,3.12,
169392,0.84,
169394,1.95,
169395,3.83,
169397,23.88,
169402,0.0,
169403,2.07,
169404,0.88,
169412,0.48,
169415,1.29,
169417,2.73,
169418,2.73,
169419,4.55,
169421,5.01,
169422,5.01,
169423,4.38,
169426,7.74,
169427,4.15,
169428,5.21,
169429,0.0,
169432,0.0,
169433,0.0,
169434,0.0,
169435,0.0,
169436,0.0,
169438,0.0,
169440,0.0,
169443,0.0,
169444,0.0,
169445,0.0,
169446,0.0,
169447,0.0,
169448,0.0,
169449,0.0,
169450,0.0,
169451,0.0,
169455,0.0,
169456,0.0,
169457,0.0,
169458,0.0,
169459,0.0,
169460,0.0,
169461,0.0,
169462,0.0,
169463,0.0,
169464,0.0,
169465,0.0,
169466,0.0,
169467,0.0,
169468,0.0,
169469,0.0,
169470,0.0,
169471,0.0,
169472,0.0,
169473,0.0,
169474,0.0,
169475,0.0,
169476,0.0,
169477,0.0,
169478,0.0,
169479,0.0,
169480,0.0,
169481,0.0,
169482,0.0,
169483,0.0,
169484,0.0,
169485,0.0,
169486,0.0,
169487,0.0,
169488,0.0,
169489,0.0,
169490,0.0,
169491,0.0,
169492,0.0,
169493,0.0,
169494,0.0,
169495,0.0,
169496,0.0,
169497,0.0,
169509,0.0,
169510,0.0,
169512,0.0,
169517,0.0,
169518,0.0,
169519,0.0,
169520,0.0,
169521,0.0,
169522,0.0,
169523,0.0,
169524,0.0,
169526,0.0,
169527,0.0,
169528,0.0,
169529,0.0,
169530,0.0,
169531,0.0,
169532,0.0,
169533,0.0,
169534,0.0,
169535,0.0,
169536,0.0,
169537,0.0,
169538,0.0,
169539,0.0,
169540,0.0,
169541,0.0,
169542,0.0,
169543,0.0,
169544,0.0,
169545,0.0,
169546,0.0,
169547,0.0,
169548,0.0,
169549,0.0,
169550,0.0,
169551,0.0,
169552,0.0,
169553,0.0,
169554,0.0,
169555,0.0,
169556,0.0,
169557,0.0,
169558,0.0,
169559,0.0,
169560,0.0,
169561,0.0,
169562,0.0,
169563,0.0,
169564,0.0,
169565,0.0,
169566,0.0,
169567,0.0,
169568,0.0,
169569,0.0,
169570,0.0,
169571,0.0,
169574,5.58,
169575,0.0,
169576,62.22,
169577,32.8,
169578,21.47,
169580,38.31,
169582,50.75,
169583,63.68,
169585,42.22,
169586,51.33,
169588,31.17,
169589,50.47,
169590,58.12,
169592,47.56,
169595,11.0,
169596,13.49,
169597,0.0,
169598,0.0,
169599,0.0,
169601,19.68,
169603,42.88,
169604,11.96,
169606,65.0,
169608,16.97,
169609,79.34,
169610,17.09,
169614,14.91,
169618,40.0,
169619,63.54,
169620,63.1,
169622,44.59,
169623,48.03,
169624,40.22,
169627,51.71,
169628,40.33,
169629,53.96,
169630,53.08,
169631,6.46,
169632,17.48,
169633,5.65,
169634,42.5,
169637,50.75,
169638,32.6,
169640,82.12,
169641,48.5,
169642,51.22,
169648,76.57,
169649,17.38,
169650,74.32,
169655,99.8,
169656,97.81,
169657,80.7,
169658,84.87,
169659,75.65,
169660,71.3,
169661,60.46,
169662,74.9,
169664,46.8,
169665,21.01,
169666,36.72,
169668,80.44,
169669,64.06,
169670,68.48,
169671,63.47,
169674,28.92,
169677,0.33,
169683,0.22,
169684,0.0,
169685,64.68,
169686,3.69,
169687,19.36,
169689,38.78,
169694,1.61,
169695,0.64,
169696,1.61,
169697,0.64,
169698,0.0,
169700,0.1,
169701,1.51,
169703,0.66,
169704,0.24,
169707,0.33,
169708,0.11,
169709,0.05,
169710,0.0,
169711,0.05,
169713,0.9,
169714,0.12,
169716,2.53,
169717,3.35,
169719,0.41,
169720,0.41,
169723,0.31,
169726,2.5,
169731,1.88,
169732,0.4,
169734,0.71,
169735,0.25,
169736,2.67,
169737,0.56,
169738,2.74,
169739,0.8,
169740,0.8,
169741,0.8,
169742,0.12,
169743,7.84,
169744,3.07,
169745,6.82,
169747,1.84,
169748,0.64,
169750,0.64,
169751,0.56,
169753,0.05,
169755,1.88,
169756,0.12,
169757,0.05,
169758,0.33,
169759,0.11,
169761,0.27,
169762,0.4,
169765,0.0,
169766,1.6,
169767,5.37,
169768,1.76,
169769,6.43,
169770,1.57,
169771,1.3,
169772,1.66,
169773,2.76,
169774,5.04,
169775,7.87,
169776,8.2,
169777,1.79,
169778,5.26,
169779,1.75,
169780,3.94,
169781,3.1,
169782,0.18,
169783,0.28,
169784,3.1,
169785,57.0,
169786,57.1,
169787,56.3,
169788,5.4,
169789,7.21,
169790,7.39,
169791,57.0,
169792,14.27,
169795,0.0,
169797,0.0,
169811,3.01,
169812,0.0,
169813,0.0,
169814,2.58,
169816,1.02,
169818,0.82,
169819,0.25,
169820,10.61,
169822,0.0,
169829,2.97,
169830,12.94,
169833,0.0,
169834,1.45,
169835,1.65,
169836,0.28,
169837,0.33,
169838,0.91,
169839,3.09,
169840,4.48,
169841,0.36,
169842,0.09,
169843,11.07,
169844,4.76,
169845,2.03,
169846,0.45,
169847,0.24,
169848,1.38,
169849,2.83,
169850,3.15,
169851,3.53,
169852,1.77,
169853,1.87,
169854,2.89,
169855,2.6,
169856,1.23,
169857,2.89,
169858,2.68,
169859,20.0,
169860,16.7,
169862,15.4,
169863,34.27,
169864,2.39,
169865,2.89,
169866,0.0,
169867,0.0,
169868,4.85,
169869,9.29,
169870,17.5,
169871,2.5,
169872,10.55,
169873,9.29,
169874,9.41,
169875,3.7,
169876,2.82,
169877,16.32,
169878,0.01,
169879,3.39,
169880,0.0,
169881,14.63,
169882,0.0,
169883,2.45,
169884,17.44,
169885,0.0,
169886,0.0,
169887,0.0,
169888,1.2,
169889,2.0,
169890,1.3,
169891,1.4,
169892,4.8,
169893,0.0,
169894,5.3,
169895,3.77,
