dish_id,food_id,grams,note
VFR-156,137,250,"Tôm đất 250g, Nấm kim châm 100g, Hành tím băm 1 muỗng, Tỏi băm 1 muỗng, Đầu hành trắng băm 1 muỗng, Ớt sừng băm 1 muỗng, Đường, tiêu, tương ớt, nước mắm, dầu ăn, Bột ngọt AJI-NO-MOTO, Xốt Mayonnaise Aji-mayo Vị Nguyên Bản, Hạt nêm Aji-ngon Gà"
VFR-162,94,200,Lá khổ qua rừng/lá nhái 200g
VFR-162,52,2000,Nghêu còn vỏ 2 kg
VFR-162,86,50,Cà rốt 50g
VFR-163,79,20,"Cánh gà không lấy phần tỏi gà 10 cái, Củ năng thái hạt lựu nhỏ 3 củ 20g, Giò sống 100g, Tiêu xanh đập dập 1 nhánh nhỏ, Dưa leo 1 trái, Gừng đập dập 1 nhánh nhỏ, Hành lá, chanh"
VFR-174,3046,500,"Cánh gà 500g, Lá é 100g, Sả cây 5 cây, Lòng đỏ trứng gà 1 quả, Tỏi băm, ớt xanh, chanh, Muối hột, tiêu, dầu ăn"
VFR-175,70,200,"Thịt nghêu tươi 200g, Lá tía tô 50g, Kim chi cải thảo 200g, Nấm kim châm 50g, Đậu hũ non 1 muỗngiếng vừa, Hành boaro"
VFR-180,137,300,"Cá bớp phi lê 300g, Xà lách Mỹ 50g, Dưa leo 1 quả, Cà chua 1 quả, Chanh vàng 1 quả, Húng lủi 1 ít, Nước mắm, dầu ăn, tiêu, Xốt Mayonnaise Aji-mayo Vị Nguyên Bản"
VFR-198,12,200,"Cá chẻm fillet 200g, Khoai tây 400g 2 củ, Boaro phần lá 2 lá, Cà rốt 1/2 củ, Trứng gà 3 quả, Bột mì 1/2 chén, Bột xù 2 chén, Bơ lạt 100g, Sữa 100 muỗngl, Chanh 1 quả"
VFR-206,3008,30,"Nấm kim châm 30g, Khoai tây 50g, Cà rốt 30g, Đậu hà lan 50g, Hành boaro 20g, Đậu hũ trắng 1/2 muỗngiếng, Mè trắng 1 muỗng, Dầu ăn, Hạt nêm Aji-ngon Nấm, Giấm gạo lên men Ajinomoto"
VFR-214,137,500,"Lưỡi heo 500g, Cua xay 500g, Cà chua 2 trái, Đậu hũ 2 muỗngiếng, Huyết heo 100g, Hành lá, ngò gai, Hành tím củ, ớt xay, Tóp mỡ, mỡ nước, hành phi, Muối, đường, nước mắm, mắm tôm, dầu điều, dầu ăn"
VFR-219,132,300,"Phi lê cá bống mú 300g, Gừng sợi 20g, Hành tây 1/2 củ nhỏ, Chuối sứ chín 1/2 trái, Đậu phộng rang 2 muỗng, Bơ đậu phộng 1/2 chén súp, Toi băm 1/2 muỗng, Ớt sừng băm 1 muỗng, Nước cốt chanh 1/2 muỗng"
VFR-220,13,200,"Bánh bột chiên loại khoai môn 200g, Bắp hạt luộc sẵn 30g, Trứng gà 2 quả, Hành lá cắt nhỏ 1 cây, Đu đủ bào sợi 80g, Cà rốt bào sợi 20g"
VFR-227,136,200,"Bột báng 200g, Nước lá cẩm 3 muỗng, Nước lá dứa 3 muỗng, Nước dành dành 3 muỗng, Nước cà rốt 3 muỗng, Đường cát 5 muỗng, Bột năng 5 muỗng, Nhân bánh và nước cốt dừa, Đậu xanh 150g ngâm mềm, nấu chín với nước dão dừa, lá dứa, muối, Đường cát 120g, Nước cốt dừa 1, 5 chén, Bột năng cho nhân bánh 1 muỗng, Dừa sợi 200g, Hành lá cắt nhỏ"
VFR-228,102,600,"Sườn non 600g - 700g khoảng 4 cây, cắt khúc 8 cm, Cà chua 1 trái, Hành tây 1/2 củ, Dưa leo 1 trái, Lá hương thảo băm 1 muỗng, Rau xà lách 1 cây, Bơ lạt, tỏi băm, mật ong, dầu olive hoặc dầu mè"
VFR-238,3024,200,"Gà ta 1/2 con, Măng chua 200g, Lá giang 150g, Cà chua chín 1 trái, Hành tím băm"
VFR-243,132,300,"Mướp khía 300g, Mực ống 200g, Nấm mèo ngâm nở 30g, Đậu phộng rang 20g, Hành tím băm 1 muỗng, Gừng cắt sợi 1 muỗng, Ớt sừng 1 trái, Rau răm 1 ít"
VFR-245,87,200,"Rau chùm ngây nhặt sạch 200g, Sườn non chặt khúc 3cm 150g, Củ cải trắng 100g, Cà rốt 100g, Hành tím củ bóc vỏ 2 củ"
VFR-246,11,200,"Đậu hũ 200g, Bột khoai 150g, Nấm rơm 150g, Bí đỏ 150g, Khoai lang bí 150g, Khoai môn 100g, Hạt sen 100g, Đậu que 100g, Đậu phộng 50g, Táo đỏ 50g, Tàu hũ ky 20g, Nấm mèo 3 tai, Dừa nạo 1kg, Gừng cắt sợi 1 muỗng"
VFR-248,55,200,Tàu hũ ky: 200g
VFR-250,79,200,"Cá thác lác nạo 200g, Đậu que 50g, Ngò rí 15g, Cà ri dầu 1 muỗng, Ớt hiểm 1 quả, Đầu hành lá 4 cây, Lá cà ri 1 nhánh"
VFR-251,79,350,"Cá lóc bông làm sạch 350g khoảng 4 khoanh, Sả băm 3 muỗng, Nước hành tỏi 1 muỗng, Tỏi ớt băm 1 muỗng, Hành lá cắt nhỏ hành hương 2 muỗng, Chanh không hạt 1 quả"
VFR-260,79,300,"Cá chạch làm sạch 300gr, Lá húng quế 2 nhánh, Đầu hành lá băm 4 cái, Ớt sừng băm 1 muỗng, Me vắt lượt bỏ hạt 2 muỗng, Sữa đặc 1 muỗng"
VFR-283,95,200,"Thịt bò băm 200g, Mắm bò hóc 30g, Lá lốt 10 lá, Bột năng 50g, Cà pháo 10 trái, Dưa leo 1 trái, Chanh 1 quả, Hành tỏi băm, sả xay, ớt bột, Tiêu, đường, dầu ăn"
VFR-289,121,600,"Thịt ba chỉ rút sườn 600g, Hạt mắc khén rang xay thành bột 1 muỗng, Hành tím giã nhuyễn 2 muỗng, Sả giã nhuyễn 2 muỗng, Ớt giã nhuyễn 2 muỗng, Lá chanh Bắc / lá chúc 20 lá băm nhỏ 1 muỗng, còn lại để nguyên, Nước cốt chanh 1 muỗng"
VFR-299,79,400,"Cá đổng cá hường biển 400g 4 con, Dưa cải chua chọn phần cọng nhiều 200g, Cà chua bi 100g, Hành tím băm 1 muỗng, Ớt hiểm 2 trái, Cà chua chín đỏ 1 trái, Hành lá 2 cây"
VFR-302,102,150,"Bacon hun khói 150g, Bông cải trắng 100g, Măng tây tươi 100g, Cà rốt baby 150g, Hành tây ½ củ, Hành ngò"
VFR-308,85,600,"Tôm sú to 600g Size 35- 40 con/kg, Lá cà ri tươi 10 nhánh khoảng 10g, Thơm cắt hạt lựu nhỏ 1/2 chén, Tiêu xanh giã dập 1 muỗng, Tiêu, đường, bột cà ri, dầu ăn, Nước cốt chanh, hành tỏi băm, xốt cà chua, Hạt nêm Aji-ngon Heo"
VFR-318,76,800,"Cá chem 1 con khoảng 800g, Củ cải đỏ củ ra di 3 củ, Dưa leo baby 2 trái, Cần tây 1 cây, Cà rốt 50g, Xà lách xanh 50g, Mè rang 2 muỗng, Tỏi băm, ớt băm, 1 muỗngiêng chanh"
VFR-319,132,200,"Bột bánh cuốn 200g, Lòng vịt 200g, Hành tây 100g, Cà rốt 100g, Hành lá 3 cây, Đậu phộng rang 50g, Gừng băm 2 muỗng, Ớt băm 1 muỗng, Màu nước dành dành 2 muỗng"
VFR-328,101,300,"Rong biển 3 muỗngiếng, Đậu hũ trắng 1 muỗngiếng, Giò sống gà chay 300g, Cà rốt 30g, Nấm hương đã ngâm nở 30g, Bột gạo 1 muỗng, Tiêu xanh 1 nhánh nhỏ"
VFR-329,12,200,"Cá hồi xông khói cắt lát 200g, Bưởi da xanh 100g, Rau bó xôi non 200g, Khoai tây 1 củ, Sữa chua có đường 1 hũ, Mù tạt vàng 1 muỗng, Nước cốt chanh 1 muỗng, Xà lách frise, xà lách radicchio"
VFR-333,134,200,"Mì spaghetti 200g, Nấm rơm cắt nhỏ hạt lựu 50g, Sườn chay chiên vàng 30g, Đậu hũ cắt vuông 0.7cm, chiên vàng 1/2 chén, Cần tây cắt hạt lựu 1/2 chén, Cà rốt cắt hạt lựu 1/2 chén, Cà chua băm nhỏ 3 trái, Hạt điều rang, xay nhuyễn 3 muỗng, Boarô băm, lá quế tây tươi, lá oregano"
VFR-342,101,100,"Ốc bươu đã tách vỏ 100g, Giò sống 250g, Mỡ heo 30g, Lá lốt 50 lá, Nấm mèo 1 muỗng, Nấm hương 1 muỗng, Tiêu xanh đập giập 2 muỗng, Rau dưa, salad, Mỡ hành 4 muỗng, Cà chua bi đỏ và vàng 6 trái"
VFR-343,4019,100,"Nấm hương ngâm mềm 100g, Nấm đầu khỉ 150g, Táo đỏ khô 50g, Củ năng gọt sạch 100g, Ngưu bàng 100g, Hạt sen tươi Huế 100g, Nước lọc 1, 6 lít, Tiêu xanh 50g, Hành boaro 50g"
VFR-344,4071,500,Lươn làm sạch: 500g
VFR-344,13,200,Khoai môn cao: 200g
VFR-344,58,50,Đậu xanh giã bể còn vỏ: 50g
VFR-350,49,500,Cua đồng 500g
VFR-350,65,100,Rau muống 100g
VFR-350,3006,150,Khoai sọ nhỏ 150g
VFR-355,121,600,"Thịt ba rọi 600g, Lá chanh 10 lá, Sả bào 2 muỗng, Ớt hiểm cắt nhỏ 1 muỗng, Hành tím cát lát 3 muỗng, Tỏi cô đơn cắt lát 3 muỗng, Kiệu chua cắt sợi 2 muỗng, Lá chanh cắt nhuyễn"
VFR-357,52,500,"Nghêu: 500g, Rau mồng tơi, Sả, gừng, hành tím, ớt hiểm, Nước mắm, muối, tiêu, dầu ăn, Hạt nêm Aji-ngon Heo, Giấm gạo lên men Ajinomoto, Bột ngọt AJI-NO-MOTO"
VFR-360,101,400,"Bầu non 400g, Giò thủ 100g, Nấm hương khô 5 tai, Ớt sừng 1 trái, Rau húng quế 1 nhánh, Hành tỏi băm 1 muỗng"
VFR-382,34,200,"Hến thịt 200g, Thịt nạc dăm xay 100g, Giò sống 50g, Hành tím băm 5 củ, Cà rốt cắt sợi nhỏ 30g, Hành lá, rau răm cắt nhỏ 1 ít, Vỏ ram bánh tráng 1 xấp khoảng 25 muỗngiếng, Bún tàu ngâm mềm cắt nhỏ 1 lọn, Trứng vịt 1 quả, Trứng gà đánh tan 1 quả"
VFR-386,55,50,"Đậu hũ chiên 2 muỗngiếng, Nấm bào ngư xám 50g, Nấm mèo ngâm nở 30g, Hành boaro 50g, Bột năng 1/2 muỗng, Gừng cắt sợi 10g, Ớt sừng 1 trái"
VFR-388,3,50,"Bí Nhật 4 quả, Cơm gạo lứt 1, 5 chén, Nấm rơm búp 50g, Hạt sen 1/4 chén, Đậu bi 1/4 chén, Cà rốt hạt lựu 1/2 chén, Đậu hũ cắt hạt lựu 1/4 chén, Hành boaro băm 1 muỗng, Cọng ngò rí băm 1/2 muỗng"
VFR-402,45,200,"Cá hồi phi lê 200g, Xoài 1/2 quả, Ớt sừng băm 1 muỗng, Nước cốt chanh 4 muỗng, Vỏ chanh mài 1/2 muỗng"
VFR-415,6,100,"Miến dong 100g, Cua lột 100g, Rau cần nước 80g, Rau nhút nhặt sạch 80g, Hành lá 2 cây, Cà rốt 1/4 củ, Hành tỏi băm 1 muỗng, Dầu màu điều, Giấm gạo lên men Ajinomoto"
VFR-425,102,200,"Giò heo 4 khoanh, Chả Huế cây 4 cây, Nạm bò 200g, Sả cây 5 cây, Hành tây 1/4 củ, Rau răm 20g, Hành lá 2 cây, Bún bò tươi 800g, Màu điều 1 muỗng"
VFR-429,1106149,300,"Sun heo 300g, Me 2 muỗng, Măm tôm 1/2 muỗng, Riêng băm 1 muỗng, Nghê băm 2 muỗng, Hanh tim băm 1 muỗng, Toi băm 1 muỗng, La lôt 1 nhanh, Ca tim 1 trai nho"
VFR-445,11,80,"Vỏ nem 6 lá, Khoai môn 80g, Khoai lang 40g, Cà rốt 20g, Nấm mèo ngâm nở 15g, Rong biển wakame ngâm nở 20g, Tàu hủ ki lá ngâm nở 30g, Hành boa-rô phi 5g, Tiêu 1g"
VFR-456,102,150,"Hến đã luộc bóc vỏ 150g, Kim chi 250g, Hành tây 1/2 củ, Húng quế thái rối 1 chén, Tỏi tép 5 tép"
VFR-458,33,200,"Sa kê 200g 1 trái, Hẹ lá cắt nhỏ 1/2 chén, Boa rô cắt lát, Ớt băm, Bánh phồng tôm chiên 4 cái, Trứng gà 2 quả, Đường, tương ớt, dầu ăn"
VFR-460,121,300,"Cá kèo 300g, Rau răm 1 ít, Ớt sừng 1 quả, Nước cốt chanh dây 1 muỗng"
VFR-468,33,300,"Nụ bí giống Nhật 300g, Giò sống 150g, Trứng gà 1 quả, Hành lá cắt nhỏ, Đâu hành lá băm, Ngò rí băm, Tiêu, nước mắm, tương ớt, dầu ăn, Xốt Mayonnaise Aji-mayo Vị Nguyên Bản"
VFR-477,102,400,"Cá basa phi lê đông lạnh 400g, Hành tây 1 củ, Nước hành tím, nước tỏi 2 muỗng, Nước gừng 1/2 muỗng, Nước chanh 1 muỗng, Lá chanh Thái, băm nhuyễn 5 lá, Ớt bột mịn 1 muỗng"
VFR-480,19,300,"Thịt heo nạc dăm 300g, Sả cây 10 cây, Bún tươi 400g, Dầu hành 1/2 chén, Sả băm, ớt băm, hành tỏi băm"
VFR-495,45,300,"Cá hồi filet nguyên da 300g, Thịt ba rọi xông khói 150g, Mía chẻ 16 khúc đã cắt như làm chạo tôm, Mía chẻ 16 khúc đã cắt như làm chạo tôm"
VFR-516,121,300,"Fillet cá điêu hồng bản to 300g, Jambon lát 100g, Lá chanh thái 5 lá, Chanh vàng 1 trái, Tăm ghim"
VFR-522,33,150,"Ruốc biển tươi 150g, Thịt heo xay 100g, Trứng gà 1 quả, Lá quế 20g, Gốc hành lá băm 2 muỗng, Ớt băm 1 muỗng, Giò sống 50g"
VFR-527,65,200,"Gà ta 1/2 con, Sứa ngâm chua 200g, Cải mầm rau muống 100g, Hoa chuối bào 50g, Ớt sừng 1 trái, Tắc 10 quả, Lá chanh 4 lá, Sả cây 3 cây, Ớt hiểm, hành phi, mè trắng rang, rau húng lủi, bánh đa nướng"
VFR-532,101,50,"Sườn chay ngâm nở 50g, Nấm hương loại nhỏ 80g, Tiêu xanh 2 muỗng, Boa-ro cắt lát, Tiêu đen 2 muỗng"
VFR-546,87,500,"Hủ tiếu khô 500g, Xương heo 500g, Xương gà 500g, Mực tươi 300g, Thịt xay 200g, Tôm khô 20g, Mực khô 1 con nhỏ, Cà rốt 1 củ, Hành tây 1/2 củ, Củ cải trắng 1/2 củ, Hành tím băm, hành lá, Hành phi, hành tím củ, tóp mỡ"
VFR-557,85,400,"Bò phi lê 400g, Đậu bắp 100g, Tỏi củ 50g, Cà chua bi 70g, Nước cốt tỏi 1 muỗng, Nước cốt chanh 1 muỗng, Ngũ vị hương 1/3 muỗng"
VFR-558,87,100,"Tôm tươi bóc vỏ 100g, Bí xanh 100g, Củ cải trắng 100g, Cà rốt 100g, Húng quế 20g, Hành tím băm 2 muỗng"
VFR-561,130,150,"Thịt băm 150g, Mỡ heo 50g, Giò sống 150g, Lá lốt 8 lá, Hành, tỏi băm 2 muỗng, Ớt băm"
VFR-567,102,300,"Tôm sú 300g, Hành tây 1 củ, Ớt sừng cắt sợi 1 muỗng, Lá chúc/ Lá chanh thái 5 lá, Lá chuối 5 lá, Chanh vàng 1 trái"
VFR-568,3046,300,"Ếch 300g, Rau rừng các loại 100g, Xà lách mỡ 100g, Hành tây tím 1/2 củ, Hành tím căt lat 2 củ, Lòng đỏ trứng gà 2 cái, Tỏi ớt băm 1 muỗng, Ớt sợi, đậu phộng rang, hành tím phi, nước hành tỏi, Muối, đường, bột mì, nước mắm, dầu ăn"
VFR-572,76,250,"Cá hồi không da 250g, Xà lách Đà Lạt 50g, Dưa leo cắt thanh 6cm 1 trái, Rau thơm 50g, Cải mầm cay 30g, Bún 200g, Chanh vàng 1 quả, Bánh tráng 20 cái, Ớt sừng cắt sợi 1 trái"
VFR-575,79,500,"Thịt nạc dăm 500g, Mì udon 300g, Lá hoành thánh 6 lá, Hành tím băm, Hành lá, ớt khô, hành phi, Muối, đường, ngũ vị hương, dầu ăn"
VFR-578,49,300,"Bánh đa đỏ 300g, Cua đồng 500g, Sườn non 300 g, Chả cá chiên 150g, Thịt nạc xay 150 g, Nấm mèo băm nhỏ 2 muỗng, Lá lốt 10 lá, Cà chua 2 trái, Tóp mỡ 3 muỗng, Hành lá, ngò rí cắt nhỏ, Hành tím củ, hành tím băm"
VFR-581,98,50,"Cà tím 2 trái vừa, Tôm khô to 50g, Hẹ cắt nhỏ 1/2 chén, Chanh 1 muỗngiếng"
VFR-592,122,300,"Nấm bào ngư 300g, Sả cây 10 cây, Gừng non 100g, Ớt sừng cắt sợi 1 trái, Nước dừa tươi 1 chén, Thơm 1/8 trái, Ớt Đà Lạt xanh, đỏ và vàng 50g mỗi loại, Rau răm"
VFR-598,101,200,"Mì căn 3 cây, Bắp non 200g, Đậu Hà Lan trái 50g, Cà rốt tỉa hoa 50g, Ớt sừng 1 trái, Nấm đông cô 8 tai, Boaro có lá 2 cây, Mè trắng rang, bột bắp, ngò rí"
VFR-602,31,150,"Bánh tráng dẻo 20 cái, Nem chua chay 150g, Mì căn 2 cây, Bánh tráng mè nướng 1 bánh, Ớt sừng, khế, chuối chat, chanh"
VFR-603,1106162,200,"Tôm đất hoặc tôm sú nhỏ 200g, Mực lá 50g, Bông hẹ 30g, Ớt Đà Lạt đỏ, vàng 60g, Kim chi 100g, Nước kim chi 2 muỗng, Bánh phồng tôm bánh lớn 3 cái nướng giòn, cà mịn, Trứng gà ta 1 quả, Dầu ăn, ớt sừng cắt nhỏ"
VFR-609,11,250,"Khoai lang vàng nướng chín 250g, Bi đo nương chin 250g, Hanh la căt nhuyên 2 muỗng, Nươc côt dưa 2 muỗng, Bột xù 100gr, Bôt mi 100gr, Phô mai cheddar 60gr, Bôt nêp 1 muỗng, Trứng gà 2 quả"
VFR-624,132,200,"Bánh mì đặc ruột 2 ổ mỗi ổ 25cm, Đậu hũ trắng 1 muỗngiếng lớn, Củ sắn 200g, Nấm đông cô khô 50g, Cà rốt cắt sợi 50g, Sườn chay 50g đã ngâm nở, Nước dừa tươi 1 chén, Miến ngâm mềm 1 chén, Hẹ lá cắt nhỏ 30g, Boa rô cắt lát, boa rô phi, ớt băm, Đậu phộng rang, thính, Đường, dầu ăn"
VFR-636,33,120,"Thịt nguội 120g, Phô mai cheddar 100g, Ức gà 1 cái, Trứng gà 1 quả"
VFR-636,76,300,"Xà lách các loại: escarol / frisse / radicchio 300g, Cà chua bi 8 quả, Hành tím băm 1 muỗng, Nước cốt chanh 1 muỗng, Mù tạt vàng 1 muỗng, Muối, tiêu, đường, ớt bột Paprika, dầu salad, Giấm gạo lên men Ajinomoto"
VFR-647,121,200,"Cá lòng tong 200g, Bông điên điển 100g, Rau mầm non 50g, Chanh 1 quả, Tỏi ớt băm 1 muỗng, Hành tím băm"
VFR-656,101,150,"Giò sống chay 150g, Bột nếp lọc 250g, Nấm mèo trắng 5 tai, Củ năng 50g, Cà rốt 30g, Nấm hương 3 tai, Mè đen rang 2 muỗng, Boa rô phi 2 muỗng, Cọng ngò rí 1 muỗng, Lá chuối"
VFR-664,122,120,"Cơm tấm gạo Tài Nguyên 4 chén, Sườn chay 4 muỗngiếng, Nước dừa tươi 1 trái, Sữa tươi 1/2 chén, Củ sắn cắt lát 120g, Đậu hũ trắng 1 muỗngiếng, Miến 20g, Thính gạo rang 1 muỗng, Boa rô cắt nhỏ 1 muỗng, Sả cây đập dập 3 cây, Lá dứa, nước dừa, tỏi ớt băm, Củ kiệu chua, hẹ lá, đồ chua, boarô phi có dầu 2 muỗng"
VFR-666,102,150,"Bún mè đen loại khô 150g, Nghêu tươi còn vỏ 1kg, Bông mướp 200g, Bông hẹ 50g, ỚT chuông đỏ 1/2 trái, Hành tây 1/2 củ, Tỏi băm, sả cây"
VFR-674,33,500,"Bánh phở 500g, Tôm sú 150g, Mực 100g, Hành tây 50g, Ớt chuông xanh 50g, Cà chua 1 trái, Thơm 1/4 trái, Trứng gà 2 quả, Hành lá, tỏi băm"
VFR-678,12,700,"Thịt bắp bò 700g, Pate gan 1 hộp, Tiêu xanh 10 nhánh, Cà rốt 200g, Khoai tây 250g, Hành tây 1 củ, Bơ 50g, Nước dừa tươi 1 trái, Cà chua hộp 1/2 hộp, Hành tỏi băm, Muối, đường, tiêu, dầu ăn, ngũ vị hương"
VFR-684,79,100,"Đậu hũ trắng 100g, Cá thác lát 150g, Thịt cua 100g, Khoai mỡ tím 50g, Tóp mỡ 20g, Hành lá 2 nhánh, Lòng đỏ trứng 1 quả, Bột năng 1 muỗng"
VFR-691,33,500,"Sườn non 0.5kg, Rượu Brandy 1 muỗng, Trứng gà 1 quả, Nước hành tỏi 2 muỗng, Ớt chuông xanh, đỏ, vàng 1/4 quả mỗi loại, Hành tây 1/2 củ, Hành tỏi băm, Dầu hào, tương ớt, tương cà, xốt tabasco, mè rang, Muối, đường, tiêu, bột năng, dầu mè đen, Giấm gạo lên men Ajinomoto"
VFR-692,3015,400,"Cải xoong 400g, Tôm tươi 200g, Nấm đùi gà 100g, Ớt sừng 1 trái, Tỏi đập dập 10 tép, Hành tím băm 1 muỗng, Ngò rí cắt nhỏ 1 muỗng"
VFR-715,102,150,"Salad lolo xanh 150g, Cam mỹ 1 trái, Tôm sú 200g, Cà rốt 100g, Ớt chuông đỏ 70g, Ớt chuông xanh 70g, Hành tây 50g"
VFR-723,33,500,"Cánh gà 500g, Bột bắp 100g, Bột mì đa dụng 100g, Kem béo whipping cream 100 muỗngl, Trứng gà 1 quả"
VFR-726,4019,500,"Thịt chân giò rút xương 500g, Nước dùng 1.5 lít, Hồng sâm 2 củ, Đương quy 10g, Kỷ tử 10g, Táo đỏ 10g, Hạt sen tươi 50g, Cà rốt 1 củ, Củ sen gọt vỏ 100g, Hành khô băm 1 muỗng, Gừng củ 100g, Tiêu sọ đập dập 20g, Rau mùi Muối"
VFR-733,102,150,"Càng cua 8 cái, Giò sống 150g, Hành tây 1/4 củ, Mè đen 1/2 muỗng"
VFR-734,102,300,"Mực trứng size nhỏ 300g, Hành tây 1 củ nhỏ, Ớt sừng 2 trái, Rau răm 50g, Tỏi tép 1 củ, Ớt hiểm băm 1 muỗng"
VFR-738,137,300,"Sươn non 300g, Sa ơt xay nhuyễn 4 muỗng, Đâu hanh la băm 5 cây, Toi xay nhuyễn 1 muỗng, Bôt năng 1 muỗng, Nươc soda 4 muỗng, Đường, tiêu, nước mắm, dầu ăn"
VFR-742,102,300,"Cá nục 300g, Cà chua chín 500g, Hành tây 150g, Cà paste 50g, Nước dừa tươi 500 muỗngl, Tỏi băm 1 muỗng, Đường, muối, tiêu, ớt bột, nước mắm, dầu ăn"
