id,name_vi,aliases,category,kcal_100g,protein_g,carb_g,fat_g,fiber_g,sugar_g,na_mg,k_mg,p_mg,purine_mg,purine_source_ref,gi_index,gi_source,gi_source_ref,contains_allergens,source,source_ref,is_estimated
1105920,Bột khoai riềng (bột đao),,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 02018, tr.32 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1105921,Bột khoai tây (lọc),,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 02019, tr.32 - PDF thieu: na_mg, k_mg",FALSE
1105923,Bột sắn dây,bột khoai mì dây,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 02021, tr.32 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1105924,Sắn khô,khoai mì khô,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 02025, tr.32 - PDF thieu: na_mg, k_mg",FALSE
1105925,Trân châu sắn,trân châu khoai mì,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 02026, tr.32 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1105926,Đậu cô ve (hạt),,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 03003, tr.36 - PDF thieu: na_mg, k_mg",FALSE
1105927,Đậu đen (hạt),,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 03004, tr.36 - PDF thieu: na_mg, k_mg",FALSE
1105928,Đậu đũa (hạt),đậu que (hạt),,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 03005, tr.36 - PDF thieu: na_mg, k_mg",FALSE
1105931,Đậu trắng hạt (Đậu Tây),,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 03008, tr.36 - PDF thieu: na_mg, k_mg",FALSE
1105932,Đậu trứng cuốc,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 03009, tr.36 - PDF thieu: na_mg, k_mg, p_mg",FALSE
1105934,Hạt dẻ tươi,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 03012, tr.36 - PDF thieu: fiber_g",FALSE
1105935,Hạt dẻ khô,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 03013, tr.36 - PDF thieu: fiber_g",FALSE
1105936,Hạt đen,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 03014, tr.38 - PDF thieu: na_mg, k_mg",FALSE
1105937,Hạt mít,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 03016, tr.38 - PDF thieu: fiber_g, na_mg, k_mg",FALSE
1105938,Quả đại hái tươi,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 03019, tr.38 - PDF thieu: na_mg, k_mg",FALSE
1105941,Bột đậu tương rang chín,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 03022, tr.38 - PDF thieu: na_mg, k_mg",FALSE
1105942,Đậu phụ chúc,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 03026, tr.38 - PDF thieu: na_mg, k_mg",FALSE
1105943,Đậu phụ nướng,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 03027, tr.38 - PDF thieu: na_mg, k_mg",FALSE
1105944,Hạt dưa đỏ rang (dưa hấu),,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 03029, tr.40 - PDF thieu: na_mg, k_mg",FALSE
1105945,"Hạt điều khô, chiên dầu",,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 03030, tr.40 - PDF thieu: na_mg, k_mg",FALSE
1105946,Sữa bột đậu nành,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 03031, tr.40 - PDF thieu: na_mg, k_mg",FALSE
1105948,Bí đao (bí xanh),bí xanh (bí xanh),,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04002, tr.44 - PDF thieu: fat_g",FALSE
1105950,Cà rốt khô,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04008, tr.44 - PDF thieu: na_mg, k_mg",FALSE
1105951,Cải bắp khô,bắp cải khô,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04012, tr.44 - PDF thieu: na_mg, k_mg",FALSE
1105954,Cần ta,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04017, tr.46 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1105955,Củ cải đỏ,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04020, tr.46 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1105956,Củ đậu,củ sắn,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04023, tr.46 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1105957,Củ niễng,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04024, tr.46 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1105958,Dọc củ cải (non),,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04025, tr.46 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1105959,Dọc mùng,bạc hà,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04026, tr.46 - PDF thieu: fat_g, na_mg, k_mg, p_mg",FALSE
1105960,Dưa gang,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04028, tr.46 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1105961,Đậu rồng (quả non),,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04032, tr.48 - PDF thieu: na_mg, k_mg",FALSE
1105962,Gấc,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04034, tr.48 - PDF thieu: na_mg, k_mg",FALSE
1105965,Hành lá (hành hoa),,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04038, tr.48 - PDF thieu: fat_g",FALSE
1105966,Hoa chuối,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04043, tr.48 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1105967,Hoa lý,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04044, tr.48 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1105968,Lá me,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04047, tr.48 - PDF thieu: fat_g, fiber_g, na_mg, k_mg, p_mg",FALSE
1105969,Lá mơ lông,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04048, tr.48 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1105970,Lá sắn tươi,lá khoai mì tươi,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04049, tr.50 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1105971,Măng khô,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04051, tr.50 - PDF thieu: na_mg, k_mg",FALSE
1105972,Mướp Nhật bản,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04056, tr.50 - PDF thieu: na_mg, k_mg",FALSE
1105973,Ngô bao tử,bắp bao tử,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04058, tr.50 - PDF thieu: na_mg, k_mg",FALSE
1105974,Nụ mướp,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04060, tr.50 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1105976,Quả dọc,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04064, tr.50 - PDF thieu: fiber_g, na_mg, k_mg",FALSE
1105977,Quả me chua,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04065, tr.52 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1105980,"Rau giấp cá, diếp cá",,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04071, tr.52 - PDF thieu: fat_g, p_mg",FALSE
1105983,Rau giền trắng,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04074, tr.52 - PDF thieu: na_mg, k_mg",FALSE
1105985,Rau kinh giới,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04077, tr.52 - PDF thieu: fat_g",FALSE
1105986,Rau má rừng,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04078, tr.52 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1105987,"Rau má, má mơ",,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04079, tr.52 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1105989,Rau muống khô,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04084, tr.54 - PDF thieu: na_mg, k_mg",FALSE
1105990,Rau ngổ,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04085, tr.54 - PDF thieu: fat_g",FALSE
1105991,Rau ngót khô,bồ ngót khô,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04087, tr.54 - PDF thieu: na_mg, k_mg, p_mg",FALSE
1105992,Rau rút,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04089, tr.54 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1105994,Rau sam,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04091, tr.54 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1105995,Rau sắng (chùa hương),,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04092, tr.54 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1105996,Rau tàu bay,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04093, tr.54 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1105997,Rau thơm,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04094, tr.54 - PDF thieu: fat_g",FALSE
1105998,Sấu xanh,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04095, tr.54 - PDF thieu: fat_g, fiber_g, na_mg, k_mg",FALSE
1105999,Su hào khô,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04097, tr.54 - PDF thieu: na_mg, k_mg, p_mg",FALSE
1106002,Tỏi tây (cả lá),,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04104, tr.56 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1106003,Trám đen chín,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04105, tr.56 - PDF thieu: na_mg, k_mg",FALSE
1106004,"Trám xanh sống, trám trắng",,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04106, tr.56 - PDF thieu: na_mg, k_mg",FALSE
1106005,Xương sông,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04107, tr.56 - PDF thieu: fat_g",FALSE
1106006,Cải ngọt,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04108, tr.56 - PDF thieu: fiber_g, na_mg, k_mg",FALSE
1106007,Ngọn su su,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04110, tr.56 - PDF thieu: fiber_g, na_mg, k_mg",FALSE
1106008,Đậu ván,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04111, tr.56 - PDF thieu: fiber_g, na_mg, k_mg",FALSE
1106009,Cà chua muối,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04112, tr.56 - PDF thieu: fat_g, na_mg, k_mg, p_mg",FALSE
1106010,Cà muối nén,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04113, tr.58 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1106011,Cà muối sổi,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04114, tr.58 - PDF thieu: fat_g, na_mg, k_mg, p_mg",FALSE
1106012,Dưa cải bắp,dưa bắp cải,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04115, tr.58 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1106013,Dưa cải bẹ,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04116, tr.58 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1106014,Dưa cải sen,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04117, tr.58 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1106015,Dưa giá (đậu xanh),,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04119, tr.58 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1106016,Hành củ muối,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04120, tr.58 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1106017,Kiệu muối,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04121, tr.58 - PDF thieu: fat_g",FALSE
1106018,"Nhút (dưa muối từ mít non, lá đậu xanh non...)",,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04122, tr.58 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1106019,Men bia khô,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04123, tr.60 - PDF thieu: na_mg, k_mg",FALSE
1106020,Men bia tươi,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04124, tr.60 - PDF thieu: na_mg, k_mg",FALSE
1106021,Nấm hương khô,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04126, tr.60 - PDF thieu: na_mg, k_mg",FALSE
1106022,Nấm hương tươi,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 04127, tr.60 - PDF thieu: na_mg, k_mg",FALSE
1106025,Chuối khô,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 05005, tr.64 - PDF thieu: na_mg, k_mg, p_mg",FALSE
1106026,Dâu gia,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 05008, tr.64 - PDF thieu: fat_g, fiber_g, na_mg, k_mg",FALSE
1106027,Gioi,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 05018, tr.66 - PDF thieu: fat_g",FALSE
1106028,Hồng bì,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 05019, tr.66 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1106031,Mắc coọc,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 05026, tr.66 - PDF thieu: fat_g, fiber_g, na_mg, k_mg",FALSE
1106033,Mít khô,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 05029, tr.66 - PDF thieu: fat_g, na_mg, k_mg, p_mg",FALSE
1106034,Mít mật,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 05030, tr.66 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1106035,"Muỗm, quéo",,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 05033, tr.68 - PDF thieu: na_mg, k_mg",FALSE
1106036,Nhãn khô,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 05036, tr.68 - PDF thieu: na_mg, k_mg",FALSE
1106037,Nho ta (nho chua),,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 05038, tr.68 - PDF thieu: fat_g",FALSE
1106038,Nhót,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 05039, tr.68 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1106039,Quả bơ vỏ tím,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 05041, tr.68 - PDF thieu: na_mg, k_mg",FALSE
1106040,Quả cóc,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 05043, tr.68 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1106041,Quả thanh long,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 05044, tr.68 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1106042,Quả trứng gà,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 05045, tr.68 - PDF thieu: fiber_g, na_mg, k_mg",FALSE
1106043,Quất chín (cả vỏ),,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 05046, tr.70 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1106044,Quít,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 05047, tr.70 - PDF thieu: fat_g",FALSE
1106045,Sấu chín,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 05049, tr.70 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1106046,Vú sữa,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 05054, tr.70 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1106048,"Dầu thảo mộc (Lạc, vừng, cám...)","dầu thảo mộc (đậu phộng, vừng, cám...)|dầu thảo mộc (lạc, mè, cám...)",,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 06002, tr.74 - PDF thieu: na_mg, k_mg, p_mg",FALSE
1106049,Mỡ lợn muối,mỡ heo muối,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 06003, tr.74 - PDF thieu: na_mg, k_mg, p_mg",FALSE
1106058,Dầu ngô,dầu bắp,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 06013, tr.74 - PDF thieu: na_mg, k_mg, p_mg",FALSE
1106061,Thịt bò loại II,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07004, tr.78 - PDF thieu: na_mg, k_mg",FALSE
1106067,Thịt gà rừng,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07012, tr.78 - PDF thieu: na_mg, k_mg",FALSE
1106070,Thịt trâu bắp,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07024, tr.80 - PDF thieu: na_mg, k_mg",FALSE
1106071,Thịt trâu cổ,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07025, tr.80 - PDF thieu: na_mg, k_mg",FALSE
1106072,Thịt trâu đùi,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07026, tr.80 - PDF thieu: na_mg, k_mg",FALSE
1106073,Thịt trâu thăn,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07027, tr.80 - PDF thieu: na_mg, k_mg",FALSE
1106074,Bì lợn,bì heo,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07031, tr.82 - PDF thieu: na_mg, k_mg",FALSE
1106076,Đầu bò,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07035, tr.82 - PDF thieu: na_mg, k_mg, p_mg",FALSE
1106077,Đầu lợn,đầu heo,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07036, tr.82 - PDF thieu: na_mg, k_mg, p_mg",FALSE
1106078,Đuôi bò,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07037, tr.82 - PDF thieu: na_mg, k_mg",FALSE
1106081,Gân chân bò,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07043, tr.82 - PDF thieu: na_mg, k_mg, p_mg",FALSE
1106083,Lòng lợn (ruột già),lòng heo (ruột già),,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07046, tr.84 - PDF thieu: na_mg, k_mg",FALSE
