dish_id,food_id,grams,note
FNDDS-2705496,174869,20,"Strawberry-flavor beverage mix, powder"
FNDDS-2705497,171267,244,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D"
FNDDS-2705497,174869,16,"Strawberry-flavor beverage mix, powder"
FNDDS-2705498,174869,20,"Strawberry-flavor beverage mix, powder"
FNDDS-2705498,170872,244,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D"
FNDDS-2705499,171269,244,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)"
FNDDS-2705499,174869,20,"Strawberry-flavor beverage mix, powder"
FNDDS-2705502,171258,100,Eggnog
FNDDS-2705503,171265,488,"Milk, whole, 3.25% milkfat, with added vitamin D"
FNDDS-2705503,168809,296,"Ice creams, chocolate"
FNDDS-2705504,167575,270,"Ice creams, vanilla"
FNDDS-2705504,171265,488,"Milk, whole, 3.25% milkfat, with added vitamin D"
FNDDS-2705505,170872,488,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D"
FNDDS-2705505,167585,296,"Ice creams, chocolate, light"
FNDDS-2705506,170872,488,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D"
FNDDS-2705506,167572,270,"Ice creams, vanilla, light"
FNDDS-2705507,173220,29.6,"Beverages, Malted drink mix, natural, powder, dairy based."
FNDDS-2705507,167575,270,"Ice creams, vanilla"
FNDDS-2705507,171265,488,"Milk, whole, 3.25% milkfat, with added vitamin D"
FNDDS-2705509,173226,100,"Shake, fast food, vanilla"
FNDDS-2705511,173226,100,"Shake, fast food, vanilla"
FNDDS-2705516,170775,100,"Fast foods, strawberry banana smoothie made with ice and low-fat yogurt"
FNDDS-2705517,167711,100,"Beverages, Chocolate-flavored drink, whey and milk based"
FNDDS-2705520,172318,100,"Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, ADVANCE, ready-to-feed, with ARA and DHA"
FNDDS-2705521,172318,100,"Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, ADVANCE, ready-to-feed, with ARA and DHA"
FNDDS-2705522,172253,59.2,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705522,173561,8.5,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, powder, not reconstituted"
FNDDS-2705523,173647,59.2,"Beverages, water, tap, drinking"
FNDDS-2705523,173561,8.5,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, powder, not reconstituted"
FNDDS-2705524,174158,59.2,"Water, bottled, generic"
FNDDS-2705524,173561,8.5,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, powder, not reconstituted"
FNDDS-2705525,173561,8.5,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, powder, not reconstituted"
FNDDS-2705525,172253,59.2,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705526,173559,8.5,"Infant formula, ABBOTT NUTRITION, SIMILAC, SENSITIVE, (LACTOSE FREE), powder, with ARA and DHA"
FNDDS-2705526,172253,59.2,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705527,173647,59.2,"Beverages, water, tap, drinking"
FNDDS-2705527,173559,8.5,"Infant formula, ABBOTT NUTRITION, SIMILAC, SENSITIVE, (LACTOSE FREE), powder, with ARA and DHA"
FNDDS-2705528,173559,8.5,"Infant formula, ABBOTT NUTRITION, SIMILAC, SENSITIVE, (LACTOSE FREE), powder, with ARA and DHA"
FNDDS-2705528,174158,59.2,"Water, bottled, generic"
FNDDS-2705529,172253,59.2,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705529,173559,8.5,"Infant formula, ABBOTT NUTRITION, SIMILAC, SENSITIVE, (LACTOSE FREE), powder, with ARA and DHA"
FNDDS-2705530,172253,59.2,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705530,171399,8.5,"Infant formula, ABBOTT NUTRITION, SIMILAC, For Spit Up, powder, with ARA and DHA"
FNDDS-2705531,171399,8.5,"Infant formula, ABBOTT NUTRITION, SIMILAC, For Spit Up, powder, with ARA and DHA"
FNDDS-2705531,172253,59.2,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705532,168971,15,"Infant formula, ABBOTT NUTRITION, SIMILAC, GO AND GROW, powder, with ARA and DHA"
FNDDS-2705532,172253,118.4,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705534,172253,59.2,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705534,168967,8.8,"Infant Formula, MEAD JOHNSON, ENFAMIL, Premium LIPIL, Infant, powder"
FNDDS-2705535,168967,8.8,"Infant Formula, MEAD JOHNSON, ENFAMIL, Premium LIPIL, Infant, powder"
FNDDS-2705535,173647,59.2,"Beverages, water, tap, drinking"
FNDDS-2705536,174158,59.2,"Water, bottled, generic"
FNDDS-2705536,168967,8.8,"Infant Formula, MEAD JOHNSON, ENFAMIL, Premium LIPIL, Infant, powder"
FNDDS-2705537,168967,8.8,"Infant Formula, MEAD JOHNSON, ENFAMIL, Premium LIPIL, Infant, powder"
FNDDS-2705537,172253,59.2,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705538,172322,8.8,"Infant formula, MEAD JOHNSON, ENFAMIL, AR, powder, with ARA and DHA"
FNDDS-2705538,172253,59.2,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705539,172322,8.8,"Infant formula, MEAD JOHNSON, ENFAMIL, AR, powder, with ARA and DHA"
FNDDS-2705539,172253,59.2,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705540,171389,8.8,"Infant Formula, MEAD JOHNSON, ENFAMIL, GENTLEASE, with ARA and DHA powder not reconstituted"
FNDDS-2705540,172253,59.2,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705541,171389,8.8,"Infant Formula, MEAD JOHNSON, ENFAMIL, GENTLEASE, with ARA and DHA powder not reconstituted"
FNDDS-2705541,173647,59.2,"Beverages, water, tap, drinking"
FNDDS-2705542,174158,59.2,"Water, bottled, generic"
FNDDS-2705542,171389,8.8,"Infant Formula, MEAD JOHNSON, ENFAMIL, GENTLEASE, with ARA and DHA powder not reconstituted"
FNDDS-2705543,172253,59.2,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705543,171389,8.8,"Infant Formula, MEAD JOHNSON, ENFAMIL, GENTLEASE, with ARA and DHA powder not reconstituted"
FNDDS-2705544,170992,20.25,"Toddler formula, MEAD JOHNSON, ENFAGROW, Toddler Transitions, with ARA and DHA, powder"
FNDDS-2705544,172253,177.4,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705544,168970,6.75,"Infant formula, MEAD JOHNSON, ENFAMIL, ENFAGROW, GENTLEASE, Toddler transitions, with ARA and DHA, powder"
FNDDS-2705545,172313,100,"Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed"
FNDDS-2705548,172313,100,"Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed"
FNDDS-2705550,172253,59.2,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705550,169785,8.7,"Infant formula, GERBER, GOOD START, PROTECT PLUS, powder"
FNDDS-2705551,173647,59.2,"Beverages, water, tap, drinking"
FNDDS-2705551,169785,8.7,"Infant formula, GERBER, GOOD START, PROTECT PLUS, powder"
FNDDS-2705552,169785,8.7,"Infant formula, GERBER, GOOD START, PROTECT PLUS, powder"
FNDDS-2705552,174158,59.2,"Water, bottled, generic"
FNDDS-2705553,172253,59.2,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705553,169785,8.7,"Infant formula, GERBER, GOOD START, PROTECT PLUS, powder"
FNDDS-2705554,169785,8.7,"Infant formula, GERBER, GOOD START, PROTECT PLUS, powder"
FNDDS-2705554,172253,59.2,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705556,170986,50,"Infant Formula, MEAD JOHNSON, ENFAMIL, ENFACARE, ready-to-feed, with ARA and DHA"
FNDDS-2705556,172323,50,"Infant formula, ABBOTT NUTRITION, SIMILAC NEOSURE, ready-to-feed, with ARA and DHA"
FNDDS-2705557,172323,50,"Infant formula, ABBOTT NUTRITION, SIMILAC NEOSURE, ready-to-feed, with ARA and DHA"
FNDDS-2705557,170986,50,"Infant Formula, MEAD JOHNSON, ENFAMIL, ENFACARE, ready-to-feed, with ARA and DHA"
FNDDS-2705565,173545,8.8,"Infant formula, MEAD JOHNSON, ENFAMIL, PROSOBEE, with iron, powder, not reconstituted, with ARA and DHA"
FNDDS-2705565,172253,59.2,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705566,173647,59.2,"Beverages, water, tap, drinking"
FNDDS-2705566,173545,8.8,"Infant formula, MEAD JOHNSON, ENFAMIL, PROSOBEE, with iron, powder, not reconstituted, with ARA and DHA"
FNDDS-2705567,173545,8.8,"Infant formula, MEAD JOHNSON, ENFAMIL, PROSOBEE, with iron, powder, not reconstituted, with ARA and DHA"
FNDDS-2705567,174158,59.2,"Water, bottled, generic"
FNDDS-2705568,172253,59.2,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705568,173545,8.8,"Infant formula, MEAD JOHNSON, ENFAMIL, PROSOBEE, with iron, powder, not reconstituted, with ARA and DHA"
FNDDS-2705569,172253,59.2,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705569,171384,8.5,"Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, ADVANCE with iron, powder, not reconstituted"
FNDDS-2705570,173647,59.2,"Beverages, water, tap, drinking"
FNDDS-2705570,171384,8.5,"Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, ADVANCE with iron, powder, not reconstituted"
FNDDS-2705571,174158,59.2,"Water, bottled, generic"
FNDDS-2705571,171384,8.5,"Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, ADVANCE with iron, powder, not reconstituted"
FNDDS-2705572,171384,8.5,"Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, ADVANCE with iron, powder, not reconstituted"
FNDDS-2705572,172253,59.2,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705573,171396,100,"Infant formula, ABBOTT NUTRITION, SIMILAC, Expert Care, Diarrhea, ready- to- feed with ARA and DHA"
FNDDS-2705574,172253,59.2,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705574,172316,8.7,"Infant formula, NESTLE, GOOD START SOY, with ARA and DHA, powder"
FNDDS-2705575,173647,59.2,"Beverages, water, tap, drinking"
FNDDS-2705575,172316,8.7,"Infant formula, NESTLE, GOOD START SOY, with ARA and DHA, powder"
FNDDS-2705576,174158,59.2,"Water, bottled, generic"
FNDDS-2705576,172316,8.7,"Infant formula, NESTLE, GOOD START SOY, with ARA and DHA, powder"
FNDDS-2705577,172316,8.7,"Infant formula, NESTLE, GOOD START SOY, with ARA and DHA, powder"
FNDDS-2705577,172253,59.2,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705579,172308,8.8,"Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN WITH LGG, with iron, powder, not reconstituted, with ARA and DHA"
FNDDS-2705579,172253,59.2,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705580,172308,8.8,"Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN WITH LGG, with iron, powder, not reconstituted, with ARA and DHA"
FNDDS-2705580,172253,59.2,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705581,172253,59.2,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705581,173538,8.8,"Infant formula, MEAD JOHNSON, PREGESTIMIL, with iron, powder, with ARA and DHA, not reconstituted"
FNDDS-2705582,173538,8.8,"Infant formula, MEAD JOHNSON, PREGESTIMIL, with iron, powder, with ARA and DHA, not reconstituted"
FNDDS-2705582,172253,59.2,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705583,172253,59.2,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705583,168973,8.8,"Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, PurAmino, powder, not reconstituted"
FNDDS-2705584,172253,59.2,"Babyfood, water, bottled, GERBER, without added fluoride"
FNDDS-2705584,172307,8.5,"Infant formula, ABBOTT NUTRITION, SIMILAC, PM 60/40, powder not reconstituted"
FNDDS-2705585,172195,100,"Milk, dry, nonfat, regular, with added vitamin A and vitamin D"
FNDDS-2705586,171283,100,"Whey, sweet, dried"
FNDDS-2705588,174159,100,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients"
FNDDS-2705589,174824,100,"Beverages, chocolate powder, no sugar added"
FNDDS-2705590,173222,100,"Beverages, OVALTINE, chocolate malt powder"
FNDDS-2705591,174869,100,"Strawberry-flavor beverage mix, powder"
FNDDS-2705593,170857,100,"Cream, fluid, light (coffee cream or table cream)"
FNDDS-2705594,171255,100,"Cream, fluid, half and half"
FNDDS-2705595,171255,100,"Cream, fluid, half and half"
FNDDS-2705595,172236,2,"Vanilla extract, imitation, no alcohol"
FNDDS-2705596,172212,100,"Cream, half and half, fat free"
FNDDS-2705597,170859,100,"Cream, heavy"
FNDDS-2705598,170859,238,"Cream, heavy"
FNDDS-2705598,169656,15,"Sugars, powdered"
FNDDS-2705599,171261,100,"Cream substitute, liquid, with hydrogenated vegetable oil and soy protein"
FNDDS-2705600,171261,100,"Cream substitute, liquid, with hydrogenated vegetable oil and soy protein"
FNDDS-2705601,173453,100,"Cream substitute, flavored, liquid"
FNDDS-2705602,168097,100,"Cream substitute, liquid, light"
FNDDS-2705603,169655,25,"Sugars, granulated"
FNDDS-2705603,168097,75,"Cream substitute, liquid, light"
FNDDS-2705604,168097,100,"Cream substitute, liquid, light"
FNDDS-2705605,168097,100,"Cream substitute, liquid, light"
FNDDS-2705606,171263,100,"Cream substitute, powdered"
FNDDS-2705607,172214,100,"Cream substitute, flavored, powdered"
FNDDS-2705608,167688,100,"Cream substitute, powdered, light"
FNDDS-2705609,171263,100,"Cream substitute, powdered"
FNDDS-2705610,171261,100,"Cream substitute, liquid, with hydrogenated vegetable oil and soy protein"
FNDDS-2705611,170868,100,"Dessert topping, semi solid, frozen"
FNDDS-2705612,167687,100,"Whipped topping, frozen, low fat"
FNDDS-2705613,167687,100,"Whipped topping, frozen, low fat"
FNDDS-2705614,171257,100,"Cream, sour, full fat"
FNDDS-2705615,173443,100,"Sour cream, light"
FNDDS-2705616,173444,100,"Sour cream, fat free"
FNDDS-2705617,170869,100,"Sour cream, imitation, cultured"
FNDDS-2705619,171257,50,"Cream, sour, full fat"
FNDDS-2705619,170106,2,"Peppers, hot chili, red, raw"
FNDDS-2705619,173468,1,"Salt, table"
FNDDS-2705619,171009,50,"Salad dressing, mayonnaise, regular"
FNDDS-2705620,173443,50,"Sour cream, light"
FNDDS-2705620,173594,50,"Salad dressing, mayonnaise, light"
FNDDS-2705620,169655,6,"Sugars, granulated"
FNDDS-2705620,173468,0.5,"Salt, table"
FNDDS-2705620,170106,2,"Peppers, hot chili, red, raw"
FNDDS-2705630,167575,100,"Ice creams, vanilla"
FNDDS-2705631,169583,10,"Candies, MARS SNACKFOOD US, M&M's Milk Chocolate Candies"
FNDDS-2705631,172718,5,"Cookies, chocolate sandwich, with creme filling, regular"
FNDDS-2705631,167575,135,"Ice creams, vanilla"
FNDDS-2705631,168835,10,"Syrups, chocolate, fudge-type"
FNDDS-2705632,168809,100,"Ice creams, chocolate"
FNDDS-2705633,168809,135,"Ice creams, chocolate"
FNDDS-2705633,169583,10,"Candies, MARS SNACKFOOD US, M&M's Milk Chocolate Candies"
FNDDS-2705633,168835,10,"Syrups, chocolate, fudge-type"
FNDDS-2705633,172718,5,"Cookies, chocolate sandwich, with creme filling, regular"
FNDDS-2705634,167572,100,"Ice creams, vanilla, light"
FNDDS-2705635,167585,100,"Ice creams, chocolate, light"
FNDDS-2705636,167573,100,"Ice creams, vanilla, rich"
FNDDS-2705637,168136,100,"Ice creams, chocolate, rich"
FNDDS-2705638,171294,100,"Ice cream bar, stick or nugget, with crunch coating"
FNDDS-2705639,173466,100,"Ice cream, bar or stick, chocolate covered"
FNDDS-2705640,168130,100,"Frozen novelties, ice cream type, chocolate or caramel covered, with nuts"
FNDDS-2705642,167575,75,"Ice creams, vanilla"
FNDDS-2705642,172714,25,"Cookies, chocolate wafers"
FNDDS-2705643,168809,75,"Ice creams, chocolate"
FNDDS-2705643,172714,25,"Cookies, chocolate wafers"
FNDDS-2705644,167575,55,"Ice creams, vanilla"
FNDDS-2705644,172715,45,"Cookies, chocolate chip, commercially prepared, regular, lower fat"
FNDDS-2705645,175000,5,"Ice cream cones, cake or wafer-type"
FNDDS-2705645,167575,120,"Ice creams, vanilla"
FNDDS-2705646,167575,240,"Ice creams, vanilla"
FNDDS-2705646,175001,15,"Ice cream cones, sugar, rolled-type"
FNDDS-2705648,168809,120,"Ice creams, chocolate"
FNDDS-2705648,175000,5,"Ice cream cones, cake or wafer-type"
FNDDS-2705649,168809,240,"Ice creams, chocolate"
FNDDS-2705649,175001,15,"Ice cream cones, sugar, rolled-type"
FNDDS-2705650,167572,120,"Ice creams, vanilla, light"
FNDDS-2705650,175000,5,"Ice cream cones, cake or wafer-type"
FNDDS-2705651,175000,5,"Ice cream cones, cake or wafer-type"
FNDDS-2705651,167585,120,"Ice creams, chocolate, light"
FNDDS-2705652,167572,240,"Ice creams, vanilla, light"
FNDDS-2705652,175001,15,"Ice cream cones, sugar, rolled-type"
FNDDS-2705653,175001,15,"Ice cream cones, sugar, rolled-type"
FNDDS-2705653,167585,240,"Ice creams, chocolate, light"
FNDDS-2705654,172228,100,"Ice cream cone, chocolate covered, with nuts, flavors other than chocolate"
FNDDS-2705656,171871,246.4,"Beverages, carbonated, root beer"
FNDDS-2705656,167575,88,"Ice creams, vanilla"
FNDDS-2705657,168809,88,"Ice creams, chocolate"
FNDDS-2705657,171871,246.4,"Beverages, carbonated, root beer"
FNDDS-2705663,174957,20,"Cookies, graham crackers, plain or honey (includes cinnamon)"
FNDDS-2705663,173584,5,"Shortening, vegetable, household, composite"
FNDDS-2705663,167575,80,"Ice creams, vanilla"
FNDDS-2705664,167572,50,"Ice creams, vanilla, light"
FNDDS-2705664,169631,50,"Ice creams, vanilla, light, no sugar added"
FNDDS-2705665,167572,50,"Ice creams, vanilla, light"
FNDDS-2705665,169631,50,"Ice creams, vanilla, light, no sugar added"
FNDDS-2705666,169633,50,"Ice creams, chocolate, light, no sugar added"
FNDDS-2705666,167585,50,"Ice creams, chocolate, light"
FNDDS-2705667,173324,50,"Light Ice Cream, soft serve, blended with milk chocolate candies"
FNDDS-2705667,172085,50,"Light Ice Cream, soft serve, blended with cookie pieces"
FNDDS-2705673,171307,100,"Light ice cream, Creamsicle"
FNDDS-2705674,175103,15,"Beverages, water, tap, municipal"
FNDDS-2705674,173468,0.1,"Salt, table"
FNDDS-2705674,170258,75,"Frozen novelties, No Sugar Added, FUDGSICLE pops"
FNDDS-2705674,172365,2.5,"Oil, industrial, coconut, confection fat, typical basis for ice cream coatings"
FNDDS-2705674,169655,15,"Sugars, granulated"
FNDDS-2705677,167577,100,"Sherbet, orange"
FNDDS-2705678,170258,100,"Frozen novelties, No Sugar Added, FUDGSICLE pops"
FNDDS-2705679,168778,100,"Puddings, chocolate, ready-to-eat"
FNDDS-2705681,169608,100,"Puddings, vanilla, ready-to-eat"
FNDDS-2705683,173468,3,"Salt, table"
FNDDS-2705683,171287,300,"Eggs, Grade A, Large, egg whole"
FNDDS-2705683,171276,378,"Milk, canned, evaporated, with added vitamin D and without added vitamin A"
FNDDS-2705683,173647,355.5,"Beverages, water, tap, drinking"
FNDDS-2705683,169655,300,"Sugars, granulated"
FNDDS-2705685,168782,100,"Puddings, rice, ready-to-eat"
FNDDS-2705687,169614,100,"Puddings, tapioca, ready-to-eat"
FNDDS-2705692,169608,100,"Puddings, vanilla, ready-to-eat"
FNDDS-2705694,168778,100,"Puddings, chocolate, ready-to-eat"
